age,birth_place,division,fight_time_avg,fighting_style,first_round_finishes,height,knockdown_avg,ko_wins,name,nickname,octagon_debut,pos_clinch_pct,pos_ground_pct,pos_stand_pct,reach,record,sig_strikes_absorbed_per_min,sig_strikes_accuracy_pct,sig_strikes_landed_per_min,slug,status,submission_avg,takedown_avg,takedown_defense_pct,target_body_pct,target_head_pct,target_leg_pct,weight,wins_dec,wins_ko_tko,wins_sub
32,"San Antonio, United States",Poids mi-moyens Division,10:59,Freestyle,4,72.00,0.29,6,Trevin Giles,N/A,"Jul. 9, 2017",32 (7%),86 (18%),369 (76%),41.00,16-7-0 (W-L-D),2.39,54%,487,trevin-giles,Ne se bat pas,0.29,72%,N/A,9%,75%,16%,199.00,5 (31%),6 (38%),5 (31%)
29,South Korea,Poids plume Division,10:51,N/A,N/A,N/A,0.69,N/A,Sang Won Kim,N/A,"Oct. 21, 2025",3 (4%),6 (9%),60 (87%),N/A,1-1-0 (W-L-D),3.73,57%,69,sang-won-kim,Actif,0.00,72%,N/A,12%,55%,33%,160.30,0 (0 %),0 (0 %),0 (0 %)
38,"Los Angeles, United States",Poids mi-moyens Division,11:50,Freestyle,5,73.00,0.59,9,Daniel Rodriguez,"""D-Rod""","Feb. 15, 2020",25 (2%),49 (4%),1204 (94%),41.00,20-5-0 (W-L-D),5.40,49%,1278,daniel-rodriguez,Actif,0.08,64%,N/A,20%,62%,18%,170.00,7 (35%),9 (45%),4 (20%)
25,"Bend, United States",Poids moyens Division,12:15,MMA,3,72.00,0.00,2,Nick Maximov,N/A,"Sep. 25, 2021",13 (11%),42 (36%),63 (53%),42.00,8-2-0 (W-L-D),2.64,45%,118,nick-maximov,Ne se bat pas,0.24,36%,N/A,17%,78%,5%,185.50,3 (38%),2 (25%),3 (38%)
39,"State of Sao Paulo, Brazil",Poids mi-moyens Division,11:39,N/A,N/A,72.00,0.64,N/A,Viscardi Andrade,N/A,"Aug. 4, 2013",27 (18%),21 (14%),104 (68%),40.00,19-7-0 (W-L-D),2.77,42%,152,viscardi-andrade,Ne se bat pas,0.32,67%,N/A,24%,62%,14%,171.00,8 (42%),5 (26%),6 (32%)
28,Ukraine,Poids mi-lourds Division,04:40,Striker,N/A,75.00,0.00,11,Askar Mozharov,N/A,"Jun. 4, 2022",0 (0%),0 (0%),2 (100%),41.00,0-1-0 (W-L-D),4.07,18%,2,askar-mozharov,Ne se bat pas,0.00,33%,N/A,50%,50%,0%,204.50,2 (11%),11 (58%),6 (32%)
32,"Inner Mongolia, China",Poids coq Division,09:45,N/A,9,67.00,0.51,9,Aoriqileng,"""The Mongolian Murderer""","Apr. 24, 2021",23 (6%),46 (11%),342 (83%),39.00,26-11-0 (W-L-D),5.47,50%,411,aoriqileng,Actif,0.00,58%,N/A,24%,65%,11%,136.00,16 (62%),9 (35%),1 (4%)
29,"Chula Vista, United States",Poids légers Division,08:20,Striker,N/A,67.00,0.36,6,Matt Sayles,N/A,"Aug. 4, 2018",14 (7%),52 (26%),135 (67%),38.00,8-4-0 (W-L-D),2.81,42%,201,matt-sayles,Ne se bat pas,0.72,82%,N/A,25%,58%,17%,155.50,1 (13%),6 (75%),1 (13%)
29,"Olsztyn, Poland",Poids coq Division,15:00,Grappler,7,69.00,0.00,N/A,Jakub Wiklacz,N/A,"Oct. 4, 2025",4 (9%),4 (9%),38 (83%),N/A,17-3-2 (W-L-D),2.47,55%,46,jakub-wiklacz,Actif,3.00,29%,N/A,48%,46%,7%,136.00,6 (38%),0 (0%),10 (63%)
30,"Ballymena, Ireland",Poids mi-moyens Division,10:52,MMA,8,74.00,0.69,11,Rhys McKee,"""Skelator""","Jul. 25, 2020",26 (8%),5 (2%),276 (90%),42.00,14-7-1 (W-L-D),7.15,41%,307,rhys-mckee,Actif,0.00,48%,N/A,23%,68%,8%,170.00,0 (0%),11 (79%),3 (21%)
35,"Aukland, New Zealand",Poids légers Division,10:13,MMA,12,72.00,0.60,11,Dan Hooker,"""The Hangman""","Jun. 28, 2014",97 (9%),83 (7%),951 (84%),42.50,24-12-0 (W-L-D),4.72,49%,1131,dan-hooker,Actif,0.33,78%,N/A,18%,63%,20%,155.50,6 (25%),11 (46%),7 (29%)
43,"Quebec City, Canada",Heavyweight Division,N/A,N/A,N/A,75.00,N/A,N/A,Icho Larenas,N/A,"Mar. 4, 2006",N/A,N/A,N/A,N/A,3-2-0 (W-L-D),N/A,N/A,N/A,icho-larenas,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,233.00,N/A,N/A,N/A
37,"Yuba City, United States",Poids mi-lourds Division,01:48,N/A,N/A,73.00,0.00,N/A,Dennis Bryant,"""The Beard""","Oct. 21, 2025",0 (0%),0 (0%),19 (100%),72.00,5-2-0 (W-L-D),10.56,59%,19,dennis-bryant,Ne se bat pas,0.00,N/A,N/A,21%,26%,53%,205.50,0 (0 %),0 (0 %),0 (0 %)
30,"Camperdown, Australia",Poids plume Division,13:08,Freestyle,3,70.00,0.57,5,Josh Culibao,"""Kuya""","Feb. 23, 2020",20 (6%),20 (6%),318 (89%),39.00,11-4-1 (W-L-D),3.04,45%,358,josh-culibao,Ne se bat pas,0.29,66%,N/A,20%,61%,19%,146.00,5 (45%),5 (45%),1 (9%)
43,"Boise, États-Unis",Poids mi-lourds Division,N/A,N/A,N/A,74.00,N/A,N/A,Mike Kyle,"""MAK""","Apr. 2, 2004",N/A,N/A,N/A,N/A,19-9-1 (W-L-D),N/A,N/A,N/A,mike-kyle,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,238.00,N/A,N/A,N/A
36,United States,Poids plume Division,13:54,Kickboxer,4,67.00,0.00,3,Aljamain Sterling,"""Funk Master""","Feb. 22, 2014",194 (14%),251 (18%),916 (67%),39.00,25-5-0 (W-L-D),2.21,53%,1361,aljamain-sterling,Actif,0.64,45%,N/A,32%,50%,19%,153.00,14 (56%),3 (12%),8 (32%)
38,"Al-Hassake, Syria",Poids mi-moyens Division,11:18,N/A,N/A,71.00,0.00,N/A,Besam Yousef,N/A,"Apr. 14, 2012",45 (63%),2 (3%),24 (34%),N/A,6-2-0 (W-L-D),3.98,53%,71,besam-yousef,Ne se bat pas,0.00,50%,N/A,32%,62%,6%,168.00,0 (0 %),0 (0 %),0 (0 %)
36,United States,Poids légers Division,14:52,N/A,N/A,71.00,0.20,N/A,Elias Silverio,"""Xuxu""","Sep. 4, 2013",51 (19%),34 (12%),188 (69%),73.00,11-2-0 (W-L-D),2.97,50%,273,elias-silverio,Ne se bat pas,0.20,86%,N/A,31%,48%,21%,154.50,7 (64%),3 (27%),1 (9%)
30,United States,Heavyweight Division,10:48,Boxer,6,73.00,0.00,7,Thomas Petersen,"""The Train""","Feb. 3, 2024",14 (6%),43 (20%),162 (74%),40.00,10-4-0 (W-L-D),2.95,59%,219,thomas-petersen,Actif,0.46,88%,N/A,27%,66%,7%,246.50,2 (20%),7 (70%),1 (10%)
33,"Hot Springs, United States",Poids moyens Division,00:52,N/A,N/A,N/A,0.00,N/A,Donavan Beard,N/A,"Oct. 21, 2025",0 (0 %),0 (0 %),0 (0 %),N/A,0-1-0 (W-L-D),5.77,0%,0,donavan-beard,Actif,0.00,N/A,N/A,0%,0%,0%,184.00,0 (0 %),0 (0 %),0 (0 %)
31,"Republic of Dagestan, Russia",Poids moyens Division,13:43,N/A,7,74.00,0.36,12,Shara Magomedov,"""Bullet""","Oct. 21, 2023",72 (15%),29 (6%),387 (79%),41.50,16-1-0 (W-L-D),3.85,63%,488,shara-magomedov,Actif,0.00,71%,N/A,31%,43%,26%,186.00,4 (25%),12 (75%),0 (0%)
27,N/A,Poids plume Division,15:00,N/A,N/A,N/A,0.00,N/A,Koya Kanda,N/A,"Oct. 21, 2025",15 (14%),1 (1%),93 (85%),N/A,1-1-0 (W-L-D),2.90,41%,109,koya-kanda,Actif,0.00,100%,N/A,17%,48%,36%,153.50,0 (0 %),0 (0 %),0 (0 %)
53,"Shiga, United States",Heavyweight Division,08:30,N/A,N/A,71.00,0.44,N/A,Tsuyoshi Kosaka,"""TK""","Mar. 13, 1998",10 (16%),8 (13%),46 (72%),N/A,18-9-1 (W-L-D),4.41,39%,64,tsuyoshi-kosaka,Ne se bat pas,0.44,33%,N/A,11%,80%,9%,222.00,0 (0 %),0 (0 %),0 (0 %)
32,"Belo Horizonte, Brazil",Poids mouche Division,11:13,Boxing,4,66.00,0.97,5,Matheus Nicolau,N/A,"Nov. 7, 2015",4 (1%),50 (12%),354 (87%),38.00,19-6-1 (W-L-D),2.98,52%,408,matheus-nicolau,Ne se bat pas,0.85,90%,N/A,34%,52%,14%,125.50,9 (47%),5 (26%),5 (26%)
33,"Biloxi, United States",Heavyweight Division,10:41,MMA,12,76.00,0.28,15,Chase Sherman,"""The Vanilla Gorilla ""","Aug. 7, 2016",67 (7%),20 (2%),882 (91%),43.00,16-12-0 (W-L-D),6.65,45%,969,chase-sherman,Ne se bat pas,0.00,74%,N/A,21%,55%,25%,254.00,1 (6%),15 (94%),0 (0%)
32,"Gijón, Spain",Poids mi-moyens Division,07:52,Striker,14,74.00,0.19,5,Joel Álvarez,"""El Fenomeno""","Feb. 23, 2019",44 (12%),54 (14%),278 (74%),42.00,23-3-0 (W-L-D),3.07,55%,376,joel-alvarez,Actif,1.15,47%,N/A,20%,69%,11%,171.00,1 (4%),5 (22%),17 (74%)
N/A,United States,Poids mi-lourds Division,03:58,N/A,N/A,73.00,1.51,N/A,Chad Griggs,"""The Grave Digger""","Apr. 21, 2012",12 (23%),25 (47%),16 (30%),N/A,11-3-0 (W-L-D),2.22,51%,53,chad-griggs,Ne se bat pas,0.00,42%,N/A,9%,85%,6%,205.00,0 (0 %),0 (0 %),0 (0 %)
33,"Chechnya, Russia",Poids mi-lourds Division,07:32,N/A,N/A,74.00,0.00,N/A,Abdul-Kerim Edilov,N/A,"Sep. 2, 2017",6 (8%),62 (81%),9 (12%),42.00,16-4-0 (W-L-D),0.13,62%,77,abdul-kerim-edilov,Ne se bat pas,1.99,N/A,N/A,21%,77%,3%,204.00,1 (6%),8 (50%),7 (44%)
39,United States,Poids mi-moyens Division,15:00,N/A,N/A,72.00,0.00,N/A,Joe Merritt,"""Joey Slash""","Oct. 21, 2025",8 (35%),11 (48%),4 (17%),73.00,7-1-0 (W-L-D),0.73,59%,23,joe-merritt,Ne se bat pas,0.00,69%,N/A,13%,70%,17%,169.00,0 (0 %),0 (0 %),0 (0 %)
33,"Lethbridge, Canada",Poids mi-moyens Division,11:11,N/A,N/A,72.00,0.34,N/A,Jordan Mein,"""Young Gun""","Jan. 8, 2012",41 (9%),56 (12%),353 (78%),41.00,30-12-0 (W-L-D),2.55,45%,450,jordan-mein,Ne se bat pas,0.22,67%,N/A,12%,70%,17%,169.00,7 (23%),16 (53%),7 (23%)
34,Russia,Poids moyens Division,10:39,MMA,7,71.00,0.00,3,Albert Duraev,N/A,"Oct. 30, 2021",1 (1%),43 (27%),115 (72%),40.00,16-5-0 (W-L-D),3.01,40%,159,albert-duraev,Actif,0.56,67%,N/A,11%,62%,27%,195.00,3 (20%),3 (20%),9 (60%)
38,États-Unis,Poids coq Division,N/A,N/A,N/A,67.00,N/A,N/A,Edwin Figueroa,"""El Feroz""","Mar. 27, 2011",N/A,N/A,N/A,69.00,9-4-0 (W-L-D),N/A,N/A,N/A,edwin-figueroa,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,135.00,N/A,N/A,N/A
39,"Vyazma, Russia",Poids mi-lourds Division,14:00,Striker,16,75.00,0.43,16,Max Grishin,"""Maximus""","Jul. 11, 2020",24 (11%),18 (8%),186 (82%),43.50,32-10-2 (W-L-D),2.27,53%,228,max-grishin,Ne se bat pas,0.00,67%,N/A,20%,42%,38%,205.00,10 (31%),16 (50%),6 (19%)
33,"Providence, United States",Poids plume Division,11:18,Freestyle,N/A,69.00,0.00,7,Sean Soriano,N/A,"Jan. 4, 2014",29 (16%),23 (13%),128 (71%),40.50,14-8-0 (W-L-D),2.14,62%,180,sean-soriano,Ne se bat pas,0.00,53%,N/A,18%,59%,23%,146.00,3 (21%),7 (50%),4 (29%)
32,"Dagestan Republic, Russia",Poids plume Division,12:56,N/A,N/A,73.00,0.00,6,Zabit Magomedsharipov,N/A,"Sep. 2, 2017",15 (4%),57 (15%),308 (81%),42.00,18-1-0 (W-L-D),3.00,48%,380,zabit-magomedsharipov,Retraité,0.77,78%,N/A,13%,66%,21%,146.00,32 (71%),6 (13%),7 (16%)
33,"Adelaide, Australia",Poids plume Division,08:37,N/A,N/A,68.00,0.00,1,Suman Mokhtarian,N/A,"Dec. 2, 2018",4 (11%),2 (5%),32 (84%),39.50,8-2-0 (W-L-D),6.85,43%,38,suman-mokhtarian,Ne se bat pas,0.00,N/A,N/A,29%,39%,32%,145.00,1 (13%),1 (13%),6 (75%)
40,Brésil,Poids coq Division,N/A,Jiu-jitsu brésilien,N/A,65.50,N/A,N/A,Raphael Assuncao,N/A,"Mar. 19, 2011",N/A,N/A,N/A,38.50,28-10-0 (W-L-D),N/A,N/A,N/A,raphael-assuncao,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,136.00,N/A,N/A,N/A
40,"Manaus, Brazil",Poids légers Division,09:43,N/A,N/A,69.00,0.62,N/A,Adriano Martins,N/A,"Jan. 13, 2013",8 (6%),8 (6%),114 (88%),40.00,28-9-0 (W-L-D),2.14,39%,130,adriano-martins,Ne se bat pas,0.41,82%,N/A,10%,54%,36%,156.00,12 (43%),13 (46%),3 (11%)
35,"Telêmaco Borba, Brazil",Poids plume Division,03:57,Grappler,15,71.00,0.00,N/A,Gabriel Miranda,"""Fly""","Sep. 3, 2022",7 (14%),0 (0%),44 (86%),39.00,17-8-0 (W-L-D),6.01,44%,51,gabriel-miranda,Ne se bat pas,1.90,N/A,N/A,31%,59%,10%,145.00,0 (0%),1 (6%),16 (94%)
N/A,United States,Poids légers Division,00:00,N/A,N/A,0.00,N/A,N/A,Yuri Vaulin,N/A,"Jul. 27, 1997",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,yuri-vaulin,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
45,"San Jose, États-Unis",Poids légers Division,N/A,N/A,N/A,68.00,N/A,N/A,Kelly Dullanty,"""Psycho Kelly""","Mar. 22, 2002",N/A,N/A,N/A,N/A,4-1-0 (W-L-D),N/A,N/A,N/A,kelly-dullanty,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,154.00,N/A,N/A,N/A
38,"Distrito Federal, Mexico",Poids mi-moyens Division,11:23,N/A,N/A,73.00,0.00,N/A,Augusto Montano,"""Dodger""","Nov. 15, 2014",29 (25%),4 (3%),85 (72%),43.00,15-3-0 (W-L-D),2.66,46%,118,augusto-montano,Ne se bat pas,0.00,67%,N/A,19%,34%,47%,170.50,0 (0%),11 (73%),4 (27%)
32,"Johnson City, United States",Poids plume Division,09:51,MMA,1,72.00,0.00,9,Jonathan Pearce,"""JSP""","Oct. 18, 2019",101 (20%),119 (24%),284 (56%),40.00,14-7-0 (W-L-D),3.32,55%,504,jonathan-pearce,Ne se bat pas,0.76,56%,N/A,17%,74%,9%,145.00,3 (21%),9 (64%),2 (14%)
43,United States,Poids légers Division,14:56,N/A,N/A,69.00,0.00,N/A,Akitoshi Tamura,"""The Ironman""","Oct. 21, 2025",43 (26%),0 (0%),124 (74%),N/A,0-0-0 (W-L-D),1.94,44%,167,akitoshi-tamura,Ne se bat pas,1.00,20%,N/A,50%,22%,29%,135.00,0 (0 %),0 (0 %),0 (0 %)
30,Jamaica,Poids mi-moyens Division,07:49,Freestyle,3,68.00,0.96,5,Val Woodburn,"""The Animal""","Jul. 8, 2023",5 (20%),3 (12%),17 (68%),40.00,7-2-0 (W-L-D),4.93,36%,25,val-woodburn,Actif,0.00,50%,N/A,8%,84%,8%,169.50,2 (29%),5 (71%),0 (0%)
N/A,United States,Heavyweight Division,00:00,N/A,N/A,0.00,N/A,N/A,Chris Condo,N/A,"May. 7, 1999",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,chris-condo,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
N/A,"Tucson, United States",Poids légers Division,00:00,N/A,N/A,0.00,N/A,N/A,Rainy Martinez,N/A,"Feb. 7, 1997",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,rainy-martinez,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
44,"Coos Bay, États-Unis",Poids légers Division,N/A,N/A,N/A,0.00,N/A,N/A,Gerald Strebendt,N/A,"Sep. 26, 2003",N/A,N/A,N/A,N/A,7-3-0 (W-L-D),N/A,N/A,N/A,gerald-strebendt,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,154.00,N/A,N/A,N/A
32,"Trento, Italy",Poids moyens Division,17:17,MMA,11,72.00,0.05,2,Marvin Vettori,"""The Italian Dream""","Aug. 21, 2016",83 (6%),102 (7%),1191 (87%),41.00,19-9-1 (W-L-D),4.52,46%,1376,marvin-vettori,Actif,0.41,66%,N/A,11%,77%,12%,186.00,7 (39%),2 (11%),9 (50%)
41,United States,Poids moyens Division,15:00,N/A,N/A,72.00,0.00,N/A,Tom DeBlass,N/A,"Apr. 14, 2012",9 (20%),0 (0%),36 (80%),N/A,7-2-0 (W-L-D),4.43,36%,45,tom-deblass,Ne se bat pas,0.50,29%,N/A,20%,60%,20%,185.00,0 (0 %),0 (0 %),0 (0 %)
34,"Houston, United States",Poids mi-moyens Division,11:44,Kickboxer,11,71.00,0.28,6,Alex Morono,"""The Great White""","Jan. 3, 2016",97 (7%),56 (4%),1203 (89%),39.00,24-12-0 (W-L-D),4.78,40%,1356,alex-morono,Actif,0.33,48%,N/A,13%,79%,7%,171.00,11 (46%),6 (25%),7 (29%)
27,Uzbekistan,Poids coq Division,12:50,Freestyle,5,68.00,0.00,3,Saidyokub Kakhramonov,N/A,"Aug. 21, 2021",22 (28%),27 (34%),30 (38%),38.00,10-3-0 (W-L-D),0.88,51%,79,saidyokub-kakhramonov,Ne se bat pas,1.95,83%,N/A,18%,72%,10%,136.00,21 (75%),3 (11%),4 (14%)
44,États-Unis,Poids mi-lourds Division,N/A,N/A,N/A,73.00,N/A,N/A,Rampage Jackson,N/A,"Feb. 3, 2007",N/A,N/A,N/A,76.00,35-11-0 (W-L-D),N/A,N/A,N/A,rampage-jackson,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,216.00,N/A,N/A,N/A
52,United States,,00:00,N/A,N/A,0.00,N/A,N/A,Anthony Macias,N/A,"Dec. 16, 1994",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,anthony-macias,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
34,"Inner Mongolia, China",Poids coq Division,10:17,N/A,N/A,69.00,0.00,2,Wuliji Buren,"""Beast Master""","Nov. 25, 2017",9 (14%),11 (17%),46 (70%),38.00,10-8-0 (W-L-D),3.02,43%,66,wuliji-buren,Ne se bat pas,0.37,78%,N/A,27%,53%,20%,135.50,4 (40%),2 (20%),4 (40%)
41,"Kansas City, États-Unis",Poids légers Division,N/A,N/A,N/A,68.00,N/A,N/A,Jason High,"""The Kansas City Bandit""","Mar. 31, 2010",N/A,N/A,N/A,73.00,19-5-0 (W-L-D),N/A,N/A,N/A,jason-high,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,154.50,N/A,N/A,N/A
N/A,United States,,00:00,N/A,N/A,0.00,N/A,N/A,Onassis Parungao,N/A,"Sep. 8, 1995",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,onassis-parungao,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
35,"Mt Kisco, United States",Poids mouche Division,15:00,N/A,N/A,69.00,0.00,N/A,Juan Puerta,N/A,"Oct. 21, 2025",3 (16%),8 (42%),8 (42%),39.00,1-0-0 (W-L-D),1.27,40%,19,juan-puerta,Ne se bat pas,0.00,N/A,N/A,5%,84%,11%,125.00,0 (0 %),0 (0 %),0 (0 %)
29,"Paris , France",Poids mi-lourds Division,09:36,MMA,8,76.00,0.00,5,Oumar Sy,N/A,"May. 18, 2024",12 (9%),13 (9%),116 (82%),44.50,12-1-0 (W-L-D),1.72,48%,141,oumar-sy,Actif,0.39,100%,N/A,20%,52%,28%,206.00,3 (25%),5 (42%),4 (33%)
40,United States,Poids mouche Division,09:23,N/A,N/A,66.00,0.00,N/A,Ulysses Gomez,"""Useless""","Feb. 16, 2013",3 (6%),0 (0%),48 (94%),N/A,9-4-0 (W-L-D),3.57,25%,51,ulysses-gomez,Ne se bat pas,0.00,N/A,N/A,6%,29%,65%,126.00,0 (0 %),0 (0 %),0 (0 %)
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,joosang-yoo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50,United States,Poids moyens Division,12:09,N/A,N/A,67.00,0.00,N/A,Art Santore,N/A,"Oct. 21, 2025",0 (0%),0 (0%),13 (100%),N/A,14-6-0 (W-L-D),7.31,13%,13,art-santore,Ne se bat pas,0.00,100%,N/A,31%,46%,23%,185.00,0 (0 %),0 (0 %),0 (0 %)
36,"Livingston, United States",Poids mi-lourds Division,04:23,N/A,N/A,75.00,0.00,N/A,Chris Birchler,N/A,"Oct. 21, 2025",0 (0%),0 (0%),41 (100%),N/A,7-4-0 (W-L-D),14.83,47%,41,chris-birchler,Actif,0.00,N/A,N/A,10%,90%,0%,205.00,0 (0 %),0 (0 %),0 (0 %)
37,United States,Poids mi-moyens Division,16:57,Wrestling,3,71.00,0.05,4,Colby Covington,"""Chaos""","Aug. 23, 2014",107 (10%),116 (11%),876 (80%),41.00,17-5-0 (W-L-D),3.09,38%,1099,colby-covington,Actif,0.16,69%,N/A,16%,69%,15%,171.00,9 (53%),4 (24%),4 (24%)
49,"Davenport, United States",Poids mi-moyens Division,00:00,N/A,N/A,0.00,N/A,N/A,Laverne Clark,N/A,"Mar. 13, 1998",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,laverne-clark,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
25,"Carpentersville, United States",Poids coq Division,15:00,N/A,N/A,N/A,0.00,N/A,Mando Gutierrez,N/A,"Oct. 21, 2025",0 (0%),1 (8%),11 (92%),N/A,0-1-0 (W-L-D),1.33,75%,12,mando-gutierrez,Actif,1.00,40%,N/A,33%,33%,33%,135.50,0 (0 %),0 (0 %),0 (0 %)
30,Moldova,Heavyweight Division,07:54,Sambo,11,75.00,0.00,7,Serghei Spivac,"""Polar Bear""","May. 4, 2019",17 (4%),156 (41%),208 (55%),44.00,17-6-0 (W-L-D),4.25,48%,381,serghei-spivac,Actif,0.54,64%,N/A,4%,93%,3%,251.00,2 (12%),7 (41%),8 (47%)
26,"New Haven, United States",Poids mi-lourds Division,15:00,MMA,5,76.00,0.50,4,Julius Walker,"""Juice Box""","Feb. 22, 2025",39 (30%),22 (17%),69 (53%),43.00,7-1-0 (W-L-D),3.53,56%,130,julius-walker,Actif,0.00,100%,N/A,32%,48%,19%,206.00,0 (0%),4 (67%),2 (33%)
34,United States,Heavyweight Division,03:36,N/A,N/A,72.00,0.00,N/A,Justin Frazier,"""The Grizzlybear""","Oct. 21, 2025",4 (100%),0 (0%),0 (0%),N/A,0-1-0 (W-L-D),6.11,67%,4,justin-frazier,Ne se bat pas,0.00,N/A,N/A,100%,0%,0%,264.00,0 (0 %),0 (0 %),0 (0 %)
35,"Canton, United States",Heavyweight Division,08:27,N/A,N/A,74.00,0.35,4,Jeff Hughes,"""Lights Out""","Mar. 9, 2019",16 (10%),30 (18%),121 (72%),40.00,10-4-0 (W-L-D),3.67,51%,167,jeff-hughes,Ne se bat pas,0.00,45%,N/A,13%,65%,23%,258.00,5 (50%),4 (40%),1 (10%)
36,United States,Poids mouche Division,15:00,N/A,N/A,67.00,0.00,N/A,CJ Hamilton,N/A,"Jul. 18, 2017",9 (24%),0 (0%),28 (76%),68.00,11-5-0 (W-L-D),3.93,32%,37,cj-hamilton,Ne se bat pas,0.00,63%,N/A,8%,86%,5%,125.00,0 (0 %),0 (0 %),0 (0 %)
34,"Tbilisi, Georgia",Poids coq Division,17:08,Freestyle,N/A,66.00,0.05,3,Merab Dvalishvili,"""The Machine""","Dec. 9, 2017",179 (15%),284 (24%),725 (61%),38.00,21-4-0 (W-L-D),2.55,42%,1188,merab-dvalishvili,Actif,0.27,83%,N/A,17%,65%,17%,135.00,16 (76%),3 (14%),2 (10%)
36,"Doncaster, United Kingdom",Poids mi-moyens Division,15:00,N/A,N/A,74.00,0.00,N/A,Danny Mitchell,"""The Cheesecake Assassin""","Mar. 8, 2014",15 (20%),7 (9%),54 (71%),74.00,14-6-1 (W-L-D),2.53,49%,76,danny-mitchell,Ne se bat pas,3.00,100%,N/A,24%,47%,29%,171.00,2 (14%),3 (21%),9 (64%)
40,"Brasileiro, Brazil",Poids mi-moyens Division,11:50,Jiu-Jitsu,10,71.00,0.00,2,Claudio Silva,"""Hannibal""","Mar. 8, 2014",11 (5%),56 (24%),168 (71%),42.00,14-4-0 (W-L-D),3.00,42%,235,claudio-silva,Ne se bat pas,1.11,44%,N/A,21%,55%,24%,170.50,3 (21%),2 (14%),9 (64%)
32,"San Jose, United States",Poids légers Division,15:00,N/A,N/A,N/A,0.00,N/A,JJ Okanovich,"""The Bosnian Bomber""","Oct. 21, 2025",2 (2%),16 (15%),86 (83%),N/A,0-0-0 (W-L-D),5.27,56%,104,jj-okanovich,Actif,0.00,100%,N/A,8%,91%,1%,155.00,0 (0 %),0 (0 %),0 (0 %)
38,United States,Poids mouche Division,10:39,N/A,N/A,64.00,0.00,N/A,Josh Sampo,"""The Gremlin""","Dec. 1, 2013",10 (12%),11 (13%),64 (75%),66.00,11-5-0 (W-L-D),2.96,36%,85,josh-sampo,Ne se bat pas,2.11,40%,N/A,27%,54%,19%,126.00,5 (45%),0 (0%),6 (55%)
45,"Rio De Janeiro, Brésil",Poids mi-moyens Division,N/A,N/A,N/A,69.00,N/A,N/A,Roan Carneiro,"""Jucao""","Apr. 5, 2007",N/A,N/A,N/A,42.00,21-11-0 (W-L-D),N/A,N/A,N/A,roan-carneiro,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,170.00,N/A,N/A,N/A
32,N/A,Poids mi-lourds Division,00:00,N/A,N/A,N/A,N/A,N/A,Simon Biyong,N/A,"Oct. 21, 2025",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,simon-biyong,Actif,N/A,N/A,N/A,0%,0%,0%,N/A,0 (0 %),0 (0 %),0 (0 %)
46,Brésil,Poids mi-lourds Division,N/A,N/A,N/A,74.00,N/A,N/A,Andre Gusmao,N/A,"Aug. 9, 2008",N/A,N/A,N/A,N/A,5-2-0 (W-L-D),N/A,N/A,N/A,andre-gusmao,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,206.00,N/A,N/A,N/A
